post,class
if there's a specific message that conflicts w / my convictions ... i can't promote that . - blaine adamson #freetobelieve,not_hate
has a white supremacy problem : analysis shows supporters of family research council embrace white supremacy,not_hate
pro-lifers strike back : fight back  american consumers against stores that support abortion w / your monies ! ! !,not_hate
the real jewish homeland is birobidzhan .,not_hate
so anyone black person who speaks out against white supremacy is like a white supremacist ? your logic makes no sense to me ...,not_hate
debut episode is up  w / . subscribe  rate  review . topic / guest ideas ? #uncomfortabletalk,not_hate
so ( ( ( white ) ) ),not_hate
" rt :  "" robert spencer must be shot head "" "" """,not_hate
white people crazy,explicit_hate
my voice reaches a much larger audience then warner . i will continue with what i do .,not_hate
no . white pride isn't made up . white privilege is made up .,implicit_hate
identity evropa is a white supremacy group . try again genius .,not_hate
i raise a black child  why would i defend the kkk ?,not_hate
china will join the tpp  rand #gopdebate,not_hate
the lone waffen-ss soldier who held off a whole wave of russian infantry and tanks #swrm via,not_hate
i'm done with the word optics,not_hate
: show me buddhist mandate to kill muslims . i'll show you islams mandate to kill polytheists,implicit_hate
14 / the midwest is less racial than the south . a much bigger divide between charlie sykes-type cucks and the white working class,not_hate
our native american senator  goofy elizabeth warren  couldnt care less about the american workerdoes nothing to help !,not_hate
yelling i hate white people and punching one isnt a hate crime  canadian judge rules #swrm via,not_hate
no more fascist la raza ( how a racist group can call anyone racist ? ! ) lies . out,not_hate
: obama will address planned parenthood gala . the group that knew about gosnell & didn't go to the police,not_hate
india & mauritius sign the protocol for amendment of the convention for avoidance of double taxation & the prevention of fiscal evasion .,not_hate
: chilling speech and suppressing religious freedom : time to amend the johnson amendment,not_hate
: i agree ... but dems fail to recognize / admit that in alabama  girls can get married as ea,not_hate
iranian #muslims inject dogs with acid to kill them en masse :,not_hate
kim davis attending #sotu jailed over gay marriage via,not_hate
i think we knock off the hearings for illegals and us the taxpayers will gladly cough up the money to repatriate them to where the hell they come their foreheads so we know they got deported in case they come back,implicit_hate
white people are 65 percent of the population and own most of the guns and ge,not_hate
"i guess bradley manning really is a woman i mean , how else could he fuck up killing himself ?",implicit_hate
just a money machine to get other people's money to line their own pockets .,not_hate
i tell u . the average white person today doesn't get your point . that same white person will accuse u of spreading hatred .,not_hate
elder  if you keep tweeting logic and facts like you are doing you will be called a white supremacist-doesn't matter not white-dems nuts .,implicit_hate
after decades of law schools teaching critical race theory  #trucons are aghast that judges might have an anti-white bias,not_hate
biharis were scared of my  ishrat abbu who became cm on rss votewant 2 allow lalu the privilege of rape &,not_hate
it's a scientific fact that your sister can only take so much loving #opkkk,not_hate
thanks to & others i know the origin of radical islamism . bro .,not_hate
english rose - warriors of the rose white music for white people #wpww #oi,implicit_hate
"they're not the people that are subject to, or have to live with these 3rd world animals. what would they know about that.",implicit_hate
jews : we white racelions not taking it any,implicit_hate
hey  quit it with the sissy pushups and pick up some iron ! get in here and poast them gainz ! #liftwaffe,not_hate
delhi jama masjid imam bukhari assaults a muslim journalist for supporting hindus . #arrestbukhari,not_hate
she shouldn't be surprised. leftists and homosexuals are severely mentally ill.,implicit_hate
new black panther's white genocide project : ' if they are white  kill em all ' | read more :,implicit_hate
i'd love to take on the pakistan ' lobby ' in delhi ; immi-aunties & leftists  chew them up & spit them in the gutter .,not_hate
" rt virginia romnetty  ceo of ibm meets pm ;d iscusses software for  "" smart cities "" "" & digital india initiative """,not_hate
: #whitegenocide means a future with no more white children in formerly white countries .,implicit_hate
fine their asses and cut their funding.start sending the illegals back to their home countries.americans 1st,implicit_hate
welcome to the you're racist unless you're a liberal moron club .,not_hate
obama is letting isis grow bc he wants refugees all over the white world to do away with white race . wake up libs .,explicit_hate
no  because they are simply doing their jobs ; black thugs attaching white chicks & other helpless people is despicable - total savages,explicit_hate
the worst immigrant anchor baby of all : thomas jefferson,not_hate
go to cabellas and get own with 32 round clips start firing at all illegals before they cross borders,implicit_hate
as for flynn  i take it as a sign that trump's lack of loyalty to people around him is starting to catch up with him,not_hate
the major problem with hate and ignorance in america is due to hate groups like fair,not_hate
: gavin had emily youckis on his show and she got him to admit he's fine with the white race,not_hate
' holocaust ' debate / comments / news poll : 60 % no longer trust the mainstream media : it's difficult to know ...,not_hate
