platform,topic,content,toxic,toxic_one_hot,toxic_type,toxic_type_one_hot,expression,expression_one_hot,target,length,label
tieba,gender,鉴定完毕:真大佬,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
zhihu,race,就应该给媚黑的女人一耳光，这本来就是为她们好，更是为我们国家好，对待黑人，矫枉必须过正…,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",44,hateful
zhihu,race,现在背叛自己民族人还少吗？各种精神包衣层出不穷，不站在自己民族立场说话，反而打着公平的旗帜替外族说话，和平年代汉奸就这么多，真不敢想战争年代是什么样。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",75,hateful
tieba,gender,第一印象影响了出发点，你就会不自觉的走偏,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,non-hateful
zhihu,region,这地方在全国是出了名的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
zhihu,race,我会抱狗 但是不会抱黑人,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",12,hateful
zhihu,region,太可笑了，苏北跟江西八竿子打不着的怎么会干起来🤣,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",28,non-hateful
zhihu,region,还有我们东北呢 被认为素质差 黑社会 😅,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",23,hateful
tieba,gender,对策：没错，我就是让你伺候我照顾家务当保姆，不然叫你吃干饭的？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",31,hateful
zhihu,race,😓豆瓣小红书你是看不到？微博的社会影响力也是这六个软件中最大的，无与伦比,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",39,non-hateful
zhihu,race,外国人犯罪三年以下有期徒刑的不追究了解一下，他们背后有我们强大的祖国，你去碰一下试试？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",43,hateful
zhihu,race,没错，但是杀伪军和杀鬼子一样重要。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",17,hateful
tieba,gender,那么日韩港台女权谁支持的！？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,gender,又在pua了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,region,哪里小偷比武汉少 (具体地名),0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
zhihu,race,是默不是嘿😆,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",9,hateful
zhihu,region,我就问一个问题，如果说取消户籍制度，人人都想自己孩子上好的学校吧？大城市教育资源肯定比小城市好的多吧？请问，江浙皖赣的都把孩子送去上海上学，或者东三省河北天津的都把孩子送去北京上学，挤得下吗？一线城市得造多少学校才能容纳得下这么多孩子？当地的交通每天早上会有多拥挤？想过这个问题吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",141,non-hateful
tieba,race,蛤蟆钻你妈比里了？一天到晚哈你妈大比,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,hateful
zhihu,region,电梯事件？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
zhihu,region,是的，包括上海的民间大V博主,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
tieba,gender,基本上人的意识是由于现在的大脑产生的。也就是每个人出生的时候，DNA和环境（物质）一起来组装一个新的人体，大脑既需要DNA来组装成基础模块，也同时从环境中学习知识，共同来形成意识（以及一些意志）。人死亡时大脑就死亡了。但之前的DNA还是之前（加上在环境中不受意志所控的变异），如果在死亡前选择生育，它们会和新的DNA组合（其他人身体内的DNA）成新的DNA模块，形成新的人体，但这个人已经是别人了。所以之前的人已经完全死亡了。DNA是没有意志的，所以不存在“你的个体”被传递这种事。被传递的只是DNA的信息。如果要定义“通过复制基因可以得到永生”，就和没有买彩票却幻想明天中了五百万要怎么花其实差不多的。因为本质上都是幻想。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",312,non-hateful
tieba,gender,尖嘴猴腮，满面的欲望。什么成分我就不说了,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",20,hateful
zhihu,lgbt,同性恋也可以跟异性结婚生小孩的没啥的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
zhihu,race,内部有敌人，刚好最近在肃清，抓紧把这人肃清一下。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",24,non-hateful
tieba,race,在很多非洲部落里有着一个特别奇葩的风俗。是他们的部落认为，如果自己部落的年轻女孩结婚了，如果她们还是处女，她们会给部落带来厄运，所以每个部落都会有一位性启蒙导师代劳为女孩破处。性教育启蒙导师，顾名思义，就是为小姑娘破处。一般来说，部落中有一个单身男人作为性教育启蒙，在部落中享有特别高的地位，令人羡慕。他的主要工作是遵循当地的习俗，带走少女的除夜。当地人坚信，如果小姑娘在结婚前没有破处，那将给家庭带来厄运。于是，当小姑娘进入青春期，家长就会邀请性启蒙导师带着自己家女儿迈入成人世界。女孩们无法抗拒这种安排。破坏童贞现象的兴起根源于该地区的艾滋病毒流行。有很多性启蒙导师，自己本身被感染有传染病，疯狂让病毒传播。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",306,hateful
tieba,race,黑皮肤的努比亚人是法老伴妃不假,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",15,non-hateful
tieba,lgbt,异性恋天天爱挂嘴边说同性恋都是为了性,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",18,hateful
zhihu,region,魔都+帝都从人人清北复交，到著名的排外说，再到男人没男子气概，女人跪舔老外，再到小市民精打细算小家子气斤斤计较，我真的不想列举了,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[0, 1, 0, 0, 0]",64,hateful
tieba,lgbt,你们同性恋是说不过异性恋说不过这个现实世界。同性相斥，异性相吸才是正常是永恒不变的真理。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",44,hateful
zhihu,race,作为从来没想过找外国人的女生来说，我觉得吧还是提升洋垃圾来中国的门槛吧… 对于那些找优秀老外因为爱的女生我觉得可以理解吧 不能一杆子打死，那些上赶着的eg当然批判我觉得没问题,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",87,hateful
zhihu,race,这是真女拳吧…😅还分上等级了,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,non-hateful
zhihu,race,如果你有数据就拿出数据说明是大多数，不要在这里'…吧'。简单说几点，艾滋病保密原则，留学生特权，以及各种各样的负面新闻（面对宁波工程学院的事，残忍虐杀，为什么不是立即绳之以法，要考虑他是外国人的身份，这也是特权)，中国人建立的国度，让外国人享受特权这是什么道理。三非黑人为什么不立即驱逐出境。凭什么入境不能查艾滋病？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 1]",158,hateful
zhihu,region,没有广西吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,race,你圈的这几位？？？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,non-hateful
tieba,lgbt,绞杀肥猪直男捏,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",7,hateful
zhihu,race,我记得普通人好像不能移民中国😅,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",18,non-hateful
zhihu,race,把这个女人送去非洲🐶🐶,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 1, 0, 0]",21,hateful
zhihu,region,骗钱这玩意主要是自己防范意识不到位，孩子，到哪儿都会被骗钱，只不过你可能就是在这一领域被骗的，所以你就觉得这里骗子多,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",58,non-hateful
tieba,gender,我是支持的理中客和鉴权♂太多早该砸砸了还有那种乱开黄腔然后后面个狗头的低能,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",37,hateful
tieba,gender,要想彻底解决歪国敌特和网特分裂势力，就要彻底与那些歪门邪道者绝缘，除了科普日常的爱国教育和正确思想价值观的公益广告，还要限制歪国来华的留学生和外来移民问题。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",78,hateful
zhihu,region,知足吧，爱丁堡不比井盖、山越猴、京巴、九头鸟、东百太君、白完、胡建、陕蛋蛋、响马听起来洋气？,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",46,hateful
tieba,race,可惜亚裔不会反抗，也不团结，要不然不会演变成如今的局面,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",27,non-hateful
zhihu,region,你说的是黑龙江，人家有省名。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,lgbt,让我看看你长啥样,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,lgbt,解决艾滋病的根本方法真的是绞杀txl吗？符合道德吗？如果txl有着和异性恋一样的社会环境，那txl就算传播是不是也应该是圈子自己人传播呢？直男直女们在害怕什么？那请问山村拐卖妇女儿童的法律惩罚就是上升到死刑能彻底解决问题吗？民智需要开化才能解决，同样的道理，txl本就不是疾病，普及性知识，提倡安全性爱，营造社会宽容的氛围，让txl不要需要隐藏自己的身份才是解决问题的关键。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",187,hateful
tieba,lgbt,1，本分老实能担起家庭责任，但姓生火质量低夫妻粘合度低，心里忘不掉男人随时有出瑰风险；,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",43,hateful
zhihu,race,田园女权是对真正女权最致命的打击，一旦两性关系坏了新生代男性因田园女权开始草食，那些能力弱一点的女性的噩梦就来了，会被不草食的渣男当消耗品，而这些女性面对外国男性也是弱者，不找男人要自立她们会更加困难，因为她们天生能力有部分本来就是要家庭才能发挥的，这股天生能力不能产生收益又削弱挤占了其它方面能力，女性地位糟糕了生育率也下降，所以真女权要提倡，田园女权真的是灭国之道,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 0, 0]",184,hateful
zhihu,region,南方系媒体不等于南方媒体，南方系媒体是以《南方周末》为主的一个媒体集团。“南方系媒体”不是“南方的媒体”，南方系有很多北方的媒体，比如新京报。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",71,non-hateful
zhihu,race,建议遇到这样的都曝光，免得有人接盘,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",17,hateful
zhihu,region,领教过东北人的坏，我只能呵呵。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",15,hateful
tieba,gender,怎么全是男的都话？为什女人要听男人的话？歧视女性没智商吗？,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",29,hateful
tieba,race,可以这么说白皮是普遍性都长得很丑只有极个别长得还算中规中距而黄种人可以说基本上百分之90都长得非常不错而且黄种人也是极不显老的人种,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",65,hateful
zhihu,race,不，我觉得，非我族类，其心必异,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",15,hateful
tieba,gender,吃鸡3p1来个猛点的,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",10,hateful
tieba,lgbt,道家思想创始人老子告诉我们反猪妖的存在是符合自然辩证法的！老子告诉我们世界上存在的事物都是阴阳相生相克而产生的：没有白天哪有黑夜？没有男人哪有女人？没有高尚哪有低贱？没有猪妖又哪会有反猪妖？因此不要再拿什么反妖违背自然规律”来说事，因为存在猪妖所以必然也就存在其对立面反猪妖，这就是最大的自然规律。老子的原话引用如下：有无相生，难易想成，长短相形，高下相倾，音声相和，前后相随。——《道德经》这是在告诉我们万事万物都是阴阳相生的道理。人法地，地法天，天法道，道法自然。——《道德经》这是在告诉我们万事万物都有它本身的自然规律，人只能顺应规律，违背规律做事最终会受到自然的惩罚。反猪妖现象是客观存在的现象，人们想通过人为的方式去诋毁遏制甚至消灭它注定是归于失败！最终会受到自然规律的惩罚。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[1, 0, 0, 0, 0]",343,hateful
zhihu,race,普通女性真的对黑人不感冒好吗？连巴基斯坦类似中亚人都不喜欢，因为真的觉得奇奇怪怪的。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",42,non-hateful
zhihu,race,连接(互联网)，打开推特用英文说你是个中国人，你想学阿拉伯语,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",30,non-hateful
zhihu,region,连滨海爆炸现场旁边的居民楼都偷，还有什么不敢干的,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",24,non-hateful
tieba,lgbt,提一下同性恋运动的一个精神控制伎俩，我称之为群体PUA。这种策略古今中外都有先例，比如“存天理灭人欲”、“人生而有罪”。通过以圣人的标准要求所有人，攻击正常人会有的心理机制（对异样者的排斥、好色等），从而让对象产生负罪感，并更加卖力拥护提出者所制定的“政治正确”。这种行动方式邪教经常使用，我才说本质上是一种PUA。而且个人行动往往没有有组织的群体行为更加有效，这根本就不是个人行为，而是同性恋宣传的统一行动纲领。在这种宣传下，多数人看到同性恋者就会产生焦虑和厌恶的，同时因为自己的焦虑和厌恶而更加自责，从而不可自拔。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",259,hateful
zhihu,region,福建人真搞笑，自己什么德行不知道？还装上台湾人了，台湾护照多少免签，还不用抽h1b。看看你们福建畜上了多少国家的黑名单了，华人的声誉就是被福清偷渡客给搞烂的。,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 1, 0, 0, 0]",79,hateful
tieba,lgbt,小汪汪没基佬危害大,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[1, 0, 0, 0, 0]",9,hateful
tieba,gender,畒勾最喜欢便宜卖乖了，默做法就是最符合实际条件了,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",24,hateful
zhihu,region,那不算啥，还有更恶毒的，都是些怀着不可告人目地的阴险小人而已,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",30,non-hateful
zhihu,race,实话实说而已,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
zhihu,race,这女的还算识趣,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,race,娶媳妇没用的关键是大小不然会被绿当老实人接盘侠，这么多年没有任何改变,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",34,hateful
zhihu,region,东北的，感觉湖北话挺好听的，,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",14,non-hateful
zhihu,race,女👊配黑🐶不是绝配吗？别呆在国内就行,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 1, 1, 0]",18,hateful
zhihu,race,假的，只要威逼利诱一下，先找当地黑人威胁一下，再给钱赎人就能救回来，就是两个孩子可能带不回来，看舍不舍的了🐶,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",59,hateful
tieba,lgbt,什么玩意丑die,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,hateful
zhihu,region,我猜是浙江,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
tieba,race,一个人的五个手指伸出去尚且长短不一，何况不同种族？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",25,non-hateful
zhihu,race,😅😅😅你是把出差一夜情当恋爱玩呢？这跟黑人不黑人都没关系了😅😅😅正常男人也接受不了啊😅😅😅,1,"[0, 1]",2,"[0, 1]",1,"[1, 0, 0]","[0, 0, 0, 1, 0]",72,hateful
zhihu,lgbt,同性恋也是正常的，你们这群人也就会以多欺少，不过同性恋依然过得好好的。😆。天天就只会歧视，迫害。以强凌弱。但愿未来遇到比你更强的人你不会被打死。,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",75,hateful
zhihu,lgbt,好骂，字词！,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",6,non-hateful
tieba,race,特朗普可不会去扫绿特朗普的宗旨是杜绝非法移民,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",22,non-hateful
tieba,gender,给你一个送我彩礼的机会,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
tieba,gender,来张照片我投5以,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,race,我现在非常需要这些三非黑人的证据，越多越好，最好能证明是三非，楼主麻烦联系我一下,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",40,non-hateful
tieba,race,我们的同胞被倭寇屠杀时，请问这个黑色的永恒族使者在哪里？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",28,non-hateful
zhihu,lgbt,其实答主和您说的观点差不多，首先既然是类比，那肯定是有差距的能理解其中表达的意思就好。比如我对待性工作者和人品低下的人都是一个态度，保持距离，那对于我个人来说，这两种人可能就可以看做一类人，就是我都不愿意去亲近的人，这个分类方法带有主观色彩，别人没法要求具体把谁谁分到一类。其二，平等对待的态度答主也表达出来了。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 0, 1]",156,hateful
tieba,gender,做自己就好了，,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,region,答主说的警方处理问题就跟当地人说南京话确实有问题，你可以想想当时的情境。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",36,non-hateful
tieba,race,留学生院招“翻译”的时候都排长队，我班女生因为没被选上还闷闷不乐。,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",33,non-hateful
zhihu,region,就会说南蛮，字都打不对，还真被河南人骗过，不知道你是哪的人,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",29,non-hateful
tieba,gender,何不食肉糜,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
tieba,race,好人一生平安,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",8,non-hateful
tieba,lgbt,当然是撑同,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",5,non-hateful
tieba,race,从小带有翻栋基因,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 0, 1, 0]",8,hateful
tieba,race,长的还像个人一样☕,1,"[0, 1]",1,"[1, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",9,hateful
zhihu,region,太真实了哈哈哈,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",7,non-hateful
zhihu,race,真的吗？我看有个评论说，别人压根没提中国女性，举的是韩裔女性的例子呢,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",34,non-hateful
tieba,lgbt,同性恋孩子，心理容易受到创伤，心理自卑,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",19,non-hateful
tieba,gender,接下来的语句要求全文背诵，我会抽查的。跟着我念：人工子宫技术已经研发出来了。骨髓干细胞（多功能干细胞）转化实验早就成功了。我国的农村小伙都娶上俄罗斯妹子了。婚介所得男人家的门槛都被踩烂了。所谓的“普信男”其实长的都很帅，因为丑的被她们叫“迪奥s”我不挑食，什么都吃，就是不吃亏。你说吃亏是福，那我就一直让你吃亏，我看看你有什么福。,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 0, 1, 0, 0]",165,hateful
zhihu,region,快手灭了也改变不了东北,1,"[0, 1]",2,"[0, 1]",2,"[0, 1, 0]","[0, 1, 0, 0, 0]",11,hateful
tieba,gender,抛开事实不谈，虽然但是,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",11,non-hateful
zhihu,lgbt,他说的这句话是反驳 那些让同性恋收敛一些的言论，事实上只要不违法不破坏公德，没有人需要为了别人而收敛自己的本性,1,"[0, 1]",2,"[0, 1]",3,"[0, 0, 1]","[1, 0, 0, 0, 0]",55,hateful
tieba,gender,这说明了女性不受惩罚是吗？,0,"[1, 0]",0,"[0, 0]",0,"[0, 0, 0]","[0, 0, 0, 0, 0]",13,non-hateful
